pitch,twist_factor,chord_factor,CT,CP 
1.6,1.1,1.2,0.55372,0.43485
1.6,1.1,1.3,0.59083,0.45346
1.6,1.1,1.4,0.6258,0.46944
1.6,1.2,0.5,0.24646,0.22473
1.6,1.2,0.6,0.29336,0.26228
1.6,1.2,0.7,0.33891,0.297
1.6,1.2,0.8,0.38315,0.32892
1.6,1.2,0.9,0.4256,0.358
1.6,1.2,1.0,0.46636,0.38428
1.6,1.2,1.1,0.50554,0.40792
1.6,1.2,1.2,0.54325,0.42897
1.6,1.2,1.3,0.57885,0.4474
1.6,1.2,1.4,0.61292,0.4634
1.6,1.3,0.5,0.24356,0.22232
1.6,1.3,0.6,0.28923,0.25898
1.6,1.3,0.7,0.33366,0.2929
1.6,1.3,0.8,0.3763,0.32397
1.6,1.3,0.9,0.41744,0.35239
1.6,1.3,1.0,0.45695,0.37815
1.6,1.3,1.1,0.49508,0.40141
1.6,1.3,1.2,0.53119,0.42207
1.6,1.3,1.3,0.56579,0.44037
1.6,1.3,1.4,0.59875,0.45639
1.6,1.4,0.5,0.23951,0.21892
1.6,1.4,0.6,0.28388,0.25466
1.6,1.4,0.7,0.32692,0.28772
1.6,1.4,0.8,0.36834,0.31811
1.6,1.4,0.9,0.40817,0.34587
1.6,1.4,1.0,0.4465,0.37113
1.6,1.4,1.1,0.4831,0.39385
1.6,1.4,1.2,0.51813,0.41425
1.6,1.4,1.3,0.55165,0.43242
1.6,1.4,1.4,0.58309,0.44822
1.7,0.5,0.5,0.23864,0.21807
1.7,0.5,0.6,0.28712,0.25712
1.7,0.5,0.7,0.33602,0.29459
1.7,0.5,0.8,0.38518,0.33022
1.7,0.5,0.9,0.43446,0.36375
1.7,0.5,1.0,0.48347,0.39477
1.7,0.5,1.1,0.53312,0.42308
1.7,0.5,1.2,0.58104,0.44813
1.7,0.5,1.3,0.62746,0.46941
1.7,0.5,1.4,0.67163,0.48647
1.7,0.6,0.5,0.24005,0.21928
1.7,0.6,0.6,0.28914,0.25877
1.7,0.6,0.7,0.33852,0.29653
1.7,0.6,0.8,0.38794,0.33224
1.7,0.6,0.9,0.43749,0.36585
1.7,0.6,1.0,0.48716,0.39686
1.7,0.6,1.1,0.53549,0.42456
1.7,0.6,1.2,0.58232,0.44894
1.7,0.6,1.3,0.62738,0.46956
1.7,0.6,1.4,0.67,0.4862
1.7,0.7,0.5,0.24185,0.22081
1.7,0.7,0.6,0.29141,0.26061
1.7,0.7,0.7,0.34111,0.29854
1.7,0.7,0.8,0.39125,0.33457
1.7,0.7,0.9,0.44078,0.36795
1.7,0.7,1.0,0.48961,0.39829
1.7,0.7,1.1,0.53628,0.42515
1.7,0.7,1.2,0.58164,0.44874
1.7,0.7,1.3,0.62491,0.46874
1.7,0.7,1.4,0.66579,0.485
1.7,0.8,0.5,0.24377,0.22244
1.7,0.8,0.6,0.29377,0.26252
1.7,0.8,0.7,0.34414,0.3008
1.7,0.8,0.8,0.39394,0.33653
1.7,0.8,0.9,0.44252,0.36911
1.7,0.8,1.0,0.48957,0.39838
1.7,0.8,1.1,0.53484,0.42447
1.7,0.8,1.2,0.57851,0.44738
1.7,0.8,1.3,0.61992,0.46678
1.7,0.8,1.4,0.65925,0.48287
1.7,0.9,0.5,0.24596,0.22426
1.7,0.9,0.6,0.29643,0.26463
1.7,0.9,0.7,0.34647,0.30258
1.7,0.9,0.8,0.3947,0.33709
1.7,0.9,0.9,0.44186,0.36861
1.7,0.9,1.0,0.48727,0.39711
1.7,0.9,1.1,0.53121,0.42261
1.7,0.9,1.2,0.57305,0.44479
1.7,0.9,1.3,0.61301,0.46387
1.7,0.9,1.4,0.65114,0.47982
1.7,1.0,0.5,0.24798,0.22596
1.7,1.0,0.6,0.29791,0.26582
1.7,1.0,0.7,0.34618,0.3024
1.7,1.0,0.8,0.3932,0.33607
1.7,1.0,0.9,0.43902,0.36684
1.7,1.0,1.0,0.4831,0.39466
1.7,1.0,1.1,0.52534,0.41939
1.7,1.0,1.2,0.56578,0.44115
1.7,1.0,1.3,0.6046,0.45997
1.7,1.0,1.4,0.64105,0.4759
1.7,1.1,0.5,0.24861,0.22649
1.7,1.1,0.6,0.29702,0.26514
1.7,1.1,0.7,0.34409,0.30086
1.7,1.1,0.8,0.39014,0.33382
1.7,1.1,0.9,0.43434,0.3638
1.7,1.1,1.0,0.47693,0.39089
1.7,1.1,1.1,0.5177,0.41505
1.7,1.1,1.2,0.55679,0.43644
1.7,1.1,1.3,0.59424,0.45507
1.7,1.1,1.4,0.62945,0.47099
1.7,1.2,0.5,0.24725,0.22537
1.7,1.2,0.6,0.29455,0.2632
1.7,1.2,0.7,0.34049,0.29815
1.7,1.2,0.8,0.38507,0.33025
1.7,1.2,0.9,0.42792,0.35951
1.7,1.2,1.0,0.46905,0.38593
1.7,1.2,1.1,0.50854,0.40964
1.7,1.2,1.2,0.54655,0.43073
1.7,1.2,1.3,0.58243,0.44915
1.7,1.2,1.4,0.61676,0.46512
1.7,1.3,0.5,0.24463,0.2232
1.7,1.3,0.6,0.29068,0.26011
1.7,1.3,0.7,0.33549,0.29426
1.7,1.3,0.8,0.37849,0.32551
1.7,1.3,0.9,0.41997,0.35407
1.7,1.3,1.0,0.45981,0.37994
1.7,1.3,1.1,0.49822,0.40327
1.7,1.3,1.2,0.53469,0.42399
1.7,1.3,1.3,0.56953,0.44228
1.7,1.3,1.4,0.60269,0.45826
1.7,1.4,0.5,0.24081,0.21999
1.7,1.4,0.6,0.28555,0.25598
1.7,1.4,0.7,0.32893,0.28923
1.7,1.4,0.8,0.37068,0.31978
1.7,1.4,0.9,0.41087,0.3477
1.7,1.4,1.0,0.4495,0.37306
1.7,1.4,1.1,0.48644,0.39587
1.7,1.4,1.2,0.52174,0.41631
1.7,1.4,1.3,0.55551,0.43448
1.7,1.4,1.4,0.58731,0.45029
1.8,0.5,0.5,0.23819,0.21768
1.8,0.5,0.6,0.28659,0.25667
1.8,0.5,0.7,0.33544,0.29411
1.8,0.5,0.8,0.38461,0.32975
1.8,0.5,0.9,0.43379,0.36323
1.8,0.5,1.0,0.48319,0.39452
1.8,0.5,1.1,0.53319,0.42303
1.8,0.5,1.2,0.58161,0.44832
1.8,0.5,1.3,0.62859,0.46981
1.8,0.5,1.4,0.67329,0.48696
1.8,0.6,0.5,0.23956,0.21886
1.8,0.6,0.6,0.28857,0.25829
1.8,0.6,0.7,0.33794,0.29605
1.8,0.6,0.8,0.38741,0.33181
1.8,0.6,0.9,0.43714,0.36555
1.8,0.6,1.0,0.48717,0.3968
1.8,0.6,1.1,0.53608,0.42479
1.8,0.6,1.2,0.58343,0.44939
1.8,0.6,1.3,0.62838,0.46995
1.8,0.6,1.4,0.67208,0.48683
1.8,0.7,0.5,0.24132,0.22035
1.8,0.7,0.6,0.29073,0.26005
1.8,0.7,0.7,0.34056,0.29808
1.8,0.7,0.8,0.39085,0.33423
1.8,0.7,0.9,0.44081,0.3679
1.8,0.7,1.0,0.49024,0.39859
1.8,0.7,1.1,0.53744,0.4257
1.8,0.7,1.2,0.58322,0.44942
1.8,0.7,1.3,0.62692,0.4695
1.8,0.7,1.4,0.6683,0.48582
1.8,0.8,0.5,0.24326,0.22199
1.8,0.8,0.6,0.29324,0.26208
1.8,0.8,0.7,0.3437,0.30043
1.8,0.8,0.8,0.39395,0.33648
1.8,0.8,0.9,0.44323,0.36951
1.8,0.8,1.0,0.49077,0.39902
1.8,0.8,1.1,0.53643,0.42527
1.8,0.8,1.2,0.58047,0.44826
1.8,0.8,1.3,0.62241,0.46779
1.8,0.8,1.4,0.66208,0.48385
1.8,0.9,0.5,0.24548,0.22385
1.8,0.9,0.6,0.29595,0.26422
1.8,0.9,0.7,0.34637,0.30247
1.8,0.9,0.8,0.3955,0.3376
1.8,0.9,0.9,0.44311,0.36937
1.8,0.9,1.0,0.48887,0.398
1.8,0.9,1.1,0.53317,0.42361
1.8,0.9,1.2,0.57553,0.44596
1.8,0.9,1.3,0.6158,0.46505
1.8,0.9,1.4,0.65431,0.48099
1.8,1.0,0.5,0.24758,0.22561
1.8,1.0,0.6,0.29811,0.26595
1.8,1.0,0.7,0.34703,0.303
1.8,1.0,0.8,0.39443,0.33688
1.8,1.0,0.9,0.44059,0.36781
1.8,1.0,1.0,0.48509,0.39581
1.8,1.0,1.1,0.52777,0.4207
1.8,1.0,1.2,0.56853,0.4425
1.8,1.0,1.3,0.60743,0.46134
1.8,1.0,1.4,0.64449,0.47725
1.8,1.1,0.5,0.24887,0.22669
1.8,1.1,0.6,0.2978,0.26573
1.8,1.1,0.7,0.3453,0.30172
1.8,1.1,0.8,0.39168,0.33486
1.8,1.1,0.9,0.43629,0.36504
1.8,1.1,1.0,0.47924,0.39226
1.8,1.1,1.1,0.52045,0.41657
1.8,1.1,1.2,0.55983,0.43799
1.8,1.1,1.3,0.59757,0.45661
1.8,1.1,1.4,0.63306,0.4725
1.8,1.2,0.5,0.24793,0.22592
1.8,1.2,0.6,0.29566,0.26405
1.8,1.2,0.7,0.342,0.29925
1.8,1.2,0.8,0.38694,0.33153
1.8,1.2,0.9,0.43015,0.36096
1.8,1.2,1.0,0.47167,0.38753
1.8,1.2,1.1,0.51149,0.41132
1.8,1.2,1.2,0.5498,0.43244
1.8,1.2,1.3,0.58598,0.45087
1.8,1.2,1.4,0.62056,0.4668
1.8,1.3,0.5,0.2456,0.22399
1.8,1.3,0.6,0.29209,0.26121
1.8,1.3,0.7,0.33724,0.29555
1.8,1.3,0.8,0.38061,0.327
1.8,1.3,0.9,0.42245,0.35571
1.8,1.3,1.0,0.46265,0.38171
1.8,1.3,1.1,0.50134,0.4051
1.8,1.3,1.2,0.53812,0.42587
1.8,1.3,1.3,0.57323,0.44416
1.8,1.3,1.4,0.60661,0.46008
1.8,1.4,0.5,0.242,0.22097
1.8,1.4,0.6,0.28717,0.25725
1.8,1.4,0.7,0.33091,0.29071
1.8,1.4,0.8,0.37298,0.32142
1.8,1.4,0.9,0.41352,0.34949
1.8,1.4,1.0,0.45245,0.37495
1.8,1.4,1.1,0.48976,0.39786
1.8,1.4,1.2,0.52533,0.41833
1.8,1.4,1.3,0.55935,0.4365
1.8,1.4,1.4,0.5915,0.45232
1.9,0.5,0.5,0.23771,0.21728
1.9,0.5,0.6,0.28606,0.25623
1.9,0.5,0.7,0.33483,0.29362
1.9,0.5,0.8,0.3838,0.32912
1.9,0.5,0.9,0.43322,0.36278
1.9,0.5,1.0,0.48277,0.39418
1.9,0.5,1.1,0.53308,0.42287
1.9,0.5,1.2,0.582,0.44842
1.9,0.5,1.3,0.62955,0.47013
1.9,0.5,1.4,0.67482,0.4874
1.9,0.6,0.5,0.23906,0.21843
1.9,0.6,0.6,0.28797,0.25779
1.9,0.6,0.7,0.33715,0.29542
1.9,0.6,0.8,0.3868,0.33133
1.9,0.6,0.9,0.43665,0.36515
1.9,0.6,1.0,0.48701,0.39662
1.9,0.6,1.1,0.53648,0.42492
1.9,0.6,1.2,0.58422,0.44968
1.9,0.6,1.3,0.62986,0.47045
1.9,0.6,1.4,0.67404,0.48742
1.9,0.7,0.5,0.24076,0.21988
1.9,0.7,0.6,0.29011,0.25953
1.9,0.7,0.7,0.33994,0.29758
1.9,0.7,0.8,0.39007,0.33372
1.9,0.7,0.9,0.44059,0.36769
1.9,0.7,1.0,0.49041,0.39861
1.9,0.7,1.1,0.53843,0.42616
1.9,0.7,1.2,0.58472,0.45006
1.9,0.7,1.3,0.62883,0.47022
1.9,0.7,1.4,0.67074,0.4866
1.9,0.8,0.5,0.24267,0.2215
1.9,0.8,0.6,0.29265,0.26159
1.9,0.8,0.7,0.34313,0.29997
1.9,0.8,0.8,0.39374,0.33627
1.9,0.8,0.9,0.44376,0.36979
1.9,0.8,1.0,0.49182,0.39957
1.9,0.8,1.1,0.53794,0.42601
1.9,0.8,1.2,0.58235,0.4491
1.9,0.8,1.3,0.62484,0.46876
1.9,0.8,1.4,0.6644,0.48463
1.9,0.9,0.5,0.24497,0.22342
1.9,0.9,0.6,0.29532,0.2637
1.9,0.9,0.7,0.34623,0.30232
1.9,0.9,0.8,0.39618,0.33802
1.9,0.9,0.9,0.4442,0.37001
1.9,0.9,1.0,0.4904,0.39885
1.9,0.9,1.1,0.53502,0.42456
1.9,0.9,1.2,0.57792,0.44708
1.9,0.9,1.3,0.61855,0.4662
1.9,0.9,1.4,0.65742,0.48211
1.9,1.0,0.5,0.24711,0.22521
1.9,1.0,0.6,0.29794,0.26578
1.9,1.0,0.7,0.34766,0.30343
1.9,1.0,0.8,0.39558,0.33764
1.9,1.0,0.9,0.44212,0.36875
1.9,1.0,1.0,0.48694,0.39687
1.9,1.0,1.1,0.53008,0.42193
1.9,1.0,1.2,0.57123,0.44382
1.9,1.0,1.3,0.61046,0.46267
1.9,1.0,1.4,0.64787,0.47856
1.9,1.1,0.5,0.24893,0.22672
1.9,1.1,0.6,0.2984,0.26617
1.9,1.1,0.7,0.34644,0.30254
1.9,1.1,0.8,0.39315,0.33585
1.9,1.1,0.9,0.43817,0.36622
1.9,1.1,1.0,0.48148,0.39359
1.9,1.1,1.1,0.5231,0.41802
1.9,1.1,1.2,0.56281,0.43949
1.9,1.1,1.3,0.60092,0.45815
1.9,1.1,1.4,0.63667,0.47398
1.9,1.2,0.5,0.24846,0.22635
1.9,1.2,0.6,0.29664,0.2648
1.9,1.2,0.7,0.34342,0.30028
1.9,1.2,0.8,0.38876,0.33278
1.9,1.2,0.9,0.4323,0.36235
1.9,1.2,1.0,0.47423,0.38908
1.9,1.2,1.1,0.51441,0.41297
1.9,1.2,1.2,0.55303,0.43413
1.9,1.2,1.3,0.58949,0.45255
1.9,1.2,1.4,0.62432,0.46844
1.9,1.3,0.5,0.24643,0.22467
1.9,1.3,0.6,0.29341,0.26223
1.9,1.3,0.7,0.33892,0.2968
1.9,1.3,0.8,0.3827,0.32846
1.9,1.3,0.9,0.42486,0.35731
1.9,1.3,1.0,0.46544,0.38344
1.9,1.3,1.1,0.5044,0.40689
1.9,1.3,1.2,0.54151,0.42769
1.9,1.3,1.3,0.5769,0.44601
1.9,1.3,1.4,0.61054,0.46189
1.9,1.4,0.5,0.2431,0.22188
1.9,1.4,0.6,0.28875,0.25849
1.9,1.4,0.7,0.33283,0.29215
1.9,1.4,0.8,0.37525,0.32303
1.9,1.4,0.9,0.41612,0.35123
1.9,1.4,1.0,0.45539,0.37682
1.9,1.4,1.1,0.49303,0.39982
1.9,1.4,1.2,0.52888,0.42032
1.9,1.4,1.3,0.56317,0.43849
1.9,1.4,1.4,0.59564,0.45431
2.0,0.5,0.5,0.23714,0.21679
2.0,0.5,0.6,0.28551,0.25577
2.0,0.5,0.7,0.33421,0.29311
2.0,0.5,0.8,0.38313,0.3286
2.0,0.5,0.9,0.43256,0.36228
2.0,0.5,1.0,0.48221,0.39375
2.0,0.5,1.1,0.53277,0.42261
2.0,0.5,1.2,0.58217,0.44841
2.0,0.5,1.3,0.63035,0.47038
2.0,0.5,1.4,0.67624,0.48779
2.0,0.6,0.5,0.23855,0.218
2.0,0.6,0.6,0.28737,0.2573
2.0,0.6,0.7,0.33649,0.29489
2.0,0.6,0.8,0.38612,0.33079
2.0,0.6,0.9,0.43604,0.36468
2.0,0.6,1.0,0.48664,0.39632
2.0,0.6,1.1,0.53663,0.42491
2.0,0.6,1.2,0.58501,0.44998
2.0,0.6,1.3,0.63124,0.47094
2.0,0.6,1.4,0.67558,0.48782
2.0,0.7,0.5,0.2401,0.21932
2.0,0.7,0.6,0.28946,0.259
2.0,0.7,0.7,0.33926,0.29703
2.0,0.7,0.8,0.38943,0.33321
2.0,0.7,0.9,0.44017,0.36734
2.0,0.7,1.0,0.49057,0.39862
2.0,0.7,1.1,0.5391,0.42643
2.0,0.7,1.2,0.5861,0.45064
2.0,0.7,1.3,0.63066,0.47089
2.0,0.7,1.4,0.67309,0.48733
2.0,0.8,0.5,0.24206,0.22098
2.0,0.8,0.6,0.29202,0.26107
2.0,0.8,0.7,0.34221,0.2993
2.0,0.8,0.8,0.39306,0.33575
2.0,0.8,0.9,0.44388,0.3698
2.0,0.8,1.0,0.49273,0.40003
2.0,0.8,1.1,0.53936,0.4267
2.0,0.8,1.2,0.58417,0.4499
2.0,0.8,1.3,0.62714,0.46965
2.0,0.8,1.4,0.66756,0.48568
2.0,0.9,0.5,0.24434,0.22288
2.0,0.9,0.6,0.29475,0.26323
2.0,0.9,0.7,0.34561,0.30182
2.0,0.9,0.8,0.39629,0.33804
2.0,0.9,0.9,0.44517,0.37057
2.0,0.9,1.0,0.49187,0.39966
2.0,0.9,1.1,0.53683,0.42547
2.0,0.9,1.2,0.58018,0.44812
2.0,0.9,1.3,0.62124,0.4673
2.0,0.9,1.4,0.66044,0.48318
2.0,1.0,0.5,0.24661,0.22479
2.0,1.0,0.6,0.29757,0.26547
2.0,1.0,0.7,0.34799,0.30364
2.0,1.0,0.8,0.39661,0.3383
2.0,1.0,0.9,0.44356,0.36963
2.0,1.0,1.0,0.48873,0.39788
2.0,1.0,1.1,0.5323,0.42309
2.0,1.0,1.2,0.5739,0.44509
2.0,1.0,1.3,0.61345,0.46396
2.0,1.0,1.4,0.65118,0.47981
2.0,1.1,0.5,0.2487,0.22653
2.0,1.1,0.6,0.29876,0.26644
2.0,1.1,0.7,0.3474,0.30322
2.0,1.1,0.8,0.39455,0.33678
2.0,1.1,0.9,0.43995,0.36734
2.0,1.1,1.0,0.48366,0.39487
2.0,1.1,1.1,0.52565,0.4194
2.0,1.1,1.2,0.56577,0.44097
2.0,1.1,1.3,0.60418,0.45962
2.0,1.1,1.4,0.64023,0.47542
2.0,1.2,0.5,0.24885,0.22666
2.0,1.2,0.6,0.29749,0.26545
2.0,1.2,0.7,0.34475,0.30124
2.0,1.2,0.8,0.39051,0.33397
2.0,1.2,0.9,0.43439,0.36369
2.0,1.2,1.0,0.47671,0.39057
2.0,1.2,1.1,0.51728,0.41458
2.0,1.2,1.2,0.55621,0.43578
2.0,1.2,1.3,0.59296,0.4542
2.0,1.2,1.4,0.62802,0.47004
2.0,1.3,0.5,0.24712,0.22524
2.0,1.3,0.6,0.29459,0.26315
2.0,1.3,0.7,0.34055,0.298
2.0,1.3,0.8,0.38471,0.32986
2.0,1.3,0.9,0.42723,0.35886
2.0,1.3,1.0,0.46816,0.38512
2.0,1.3,1.1,0.50744,0.40866
2.0,1.3,1.2,0.54488,0.4295
2.0,1.3,1.3,0.58054,0.44781
2.0,1.3,1.4,0.61444,0.46365
2.0,1.4,0.5,0.24409,0.2227
2.0,1.4,0.6,0.29021,0.25963
2.0,1.4,0.7,0.33471,0.29354
2.0,1.4,0.8,0.37748,0.32461
2.0,1.4,0.9,0.41868,0.35295
2.0,1.4,1.0,0.45828,0.37865
2.0,1.4,1.1,0.49628,0.40174
2.0,1.4,1.2,0.53239,0.42227
2.0,1.4,1.3,0.56698,0.44045
2.0,1.4,1.4,0.59974,0.45626
2.1,0.5,0.5,0.23669,0.21641
2.1,0.5,0.6,0.28496,0.25532
2.1,0.5,0.7,0.33339,0.29246
2.1,0.5,0.8,0.38241,0.32804
2.1,0.5,0.9,0.43183,0.36173
2.1,0.5,1.0,0.48155,0.39327
2.1,0.5,1.1,0.53211,0.42212
2.1,0.5,1.2,0.58191,0.44817
2.1,0.5,1.3,0.63095,0.47054
2.1,0.5,1.4,0.6775,0.48813
2.1,0.6,0.5,0.23804,0.21757
2.1,0.6,0.6,0.28663,0.25669
2.1,0.6,0.7,0.33579,0.29433
2.1,0.6,0.8,0.38538,0.33022
2.1,0.6,0.9,0.43534,0.36415
2.1,0.6,1.0,0.48591,0.39579
2.1,0.6,1.1,0.53635,0.42465
2.1,0.6,1.2,0.58561,0.45017
2.1,0.6,1.3,0.63249,0.47136
2.1,0.6,1.4,0.67735,0.48831
2.1,0.7,0.5,0.23954,0.21885
2.1,0.7,0.6,0.28879,0.25845
2.1,0.7,0.7,0.33853,0.29645
2.1,0.7,0.8,0.38858,0.33256
2.1,0.7,0.9,0.43942,0.36678
2.1,0.7,1.0,0.49042,0.39844
2.1,0.7,1.1,0.53973,0.42669
2.1,0.7,1.2,0.5871,0.45103
2.1,0.7,1.3,0.63238,0.47151
2.1,0.7,1.4,0.67523,0.48797
2.1,0.8,0.5,0.24144,0.22046
2.1,0.8,0.6,0.2912,0.26039
2.1,0.8,0.7,0.34155,0.29877
2.1,0.8,0.8,0.39243,0.33525
2.1,0.8,0.9,0.4437,0.36961
2.1,0.8,1.0,0.49347,0.4004
2.1,0.8,1.1,0.54065,0.42731
2.1,0.8,1.2,0.5859,0.45065
2.1,0.8,1.3,0.62922,0.47044
2.1,0.8,1.4,0.67023,0.48655
2.1,0.9,0.5,0.24361,0.22228
2.1,0.9,0.6,0.29415,0.26274
2.1,0.9,0.7,0.34491,0.30127
2.1,0.9,0.8,0.39616,0.3379
2.1,0.9,0.9,0.44605,0.37107
2.1,0.9,1.0,0.49319,0.40037
2.1,0.9,1.1,0.53857,0.42634
2.1,0.9,1.2,0.58226,0.44906
2.1,0.9,1.3,0.62389,0.46837
2.1,0.9,1.4,0.66337,0.48419
2.1,1.0,0.5,0.2461,0.22435
2.1,1.0,0.6,0.29694,0.26496
2.1,1.0,0.7,0.34788,0.30352
2.1,1.0,0.8,0.39742,0.33882
2.1,1.0,0.9,0.44491,0.37044
2.1,1.0,1.0,0.49047,0.39886
2.1,1.0,1.1,0.53443,0.4242
2.1,1.0,1.2,0.57645,0.4463
2.1,1.0,1.3,0.61635,0.4652
2.1,1.0,1.4,0.65444,0.48102
2.1,1.1,0.5,0.24837,0.22624
2.1,1.1,0.6,0.2989,0.26653
2.1,1.1,0.7,0.34815,0.30374
2.1,1.1,0.8,0.3959,0.33768
2.1,1.1,0.9,0.44162,0.36838
2.1,1.1,1.0,0.48577,0.39609
2.1,1.1,1.1,0.52812,0.42073
2.1,1.1,1.2,0.56865,0.4424
2.1,1.1,1.3,0.6074,0.46106
2.1,1.1,1.4,0.64373,0.4768
2.1,1.2,0.5,0.24909,0.22686
2.1,1.2,0.6,0.29815,0.26596
2.1,1.2,0.7,0.34592,0.30209
2.1,1.2,0.8,0.39218,0.33511
2.1,1.2,0.9,0.43645,0.36501
2.1,1.2,1.0,0.47911,0.39201
2.1,1.2,1.1,0.52008,0.41614
2.1,1.2,1.2,0.55936,0.43739
2.1,1.2,1.3,0.59639,0.4558
2.1,1.2,1.4,0.63167,0.47159
2.1,1.3,0.5,0.24772,0.22573
2.1,1.3,0.6,0.29564,0.26396
2.1,1.3,0.7,0.34209,0.29915
2.1,1.3,0.8,0.38665,0.33119
2.1,1.3,0.9,0.42956,0.36038
2.1,1.3,1.0,0.47083,0.38676
2.1,1.3,1.1,0.51043,0.41038
2.1,1.3,1.2,0.54821,0.43127
2.1,1.3,1.3,0.5841,0.44956
2.1,1.3,1.4,0.6183,0.46538
2.1,1.4,0.5,0.24499,0.22344
2.1,1.4,0.6,0.29155,0.26068
2.1,1.4,0.7,0.33655,0.29491
2.1,1.4,0.8,0.37967,0.32615
2.1,1.4,0.9,0.4212,0.35463
2.1,1.4,1.0,0.46113,0.38043
2.1,1.4,1.1,0.49949,0.40363
2.1,1.4,1.2,0.53587,0.42419
2.1,1.4,1.3,0.57073,0.44237
2.1,1.4,1.4,0.60382,0.45817
2.2,0.5,0.5,0.23624,0.21602
2.2,0.5,0.6,0.2844,0.25486
2.2,0.5,0.7,0.33275,0.29195
2.2,0.5,0.8,0.38168,0.32748
2.2,0.5,0.9,0.43107,0.36116
2.2,0.5,1.0,0.48061,0.3926
2.2,0.5,1.1,0.53151,0.4217
2.2,0.5,1.2,0.58165,0.44794
2.2,0.5,1.3,0.63112,0.47051
2.2,0.5,1.4,0.67862,0.48843
2.2,0.6,0.5,0.23754,0.21714
2.2,0.6,0.6,0.28602,0.25619
2.2,0.6,0.7,0.33507,0.29376
2.2,0.6,0.8,0.38459,0.32962
2.2,0.6,0.9,0.4344,0.36346
2.2,0.6,1.0,0.48522,0.39529
2.2,0.6,1.1,0.53601,0.42436
2.2,0.6,1.2,0.58595,0.45024
2.2,0.6,1.3,0.63356,0.47171
2.2,0.6,1.4,0.679,0.48877
2.2,0.7,0.5,0.239,0.21839
2.2,0.7,0.6,0.28813,0.2579
2.2,0.7,0.7,0.33763,0.29573
2.2,0.7,0.8,0.38779,0.33196
2.2,0.7,0.9,0.43871,0.36625
2.2,0.7,1.0,0.48986,0.39801
2.2,0.7,1.1,0.54009,0.42678
2.2,0.7,1.2,0.58786,0.45134
2.2,0.7,1.3,0.63401,0.47209
2.2,0.7,1.4,0.67726,0.48856
2.2,0.8,0.5,0.24083,0.21994
2.2,0.8,0.6,0.29046,0.2598
2.2,0.8,0.7,0.3408,0.29818
2.2,0.8,0.8,0.39172,0.33471
2.2,0.8,0.9,0.44297,0.36909
2.2,0.8,1.0,0.49384,0.40053
2.2,0.8,1.1,0.54176,0.42782
2.2,0.8,1.2,0.58756,0.45135
2.2,0.8,1.3,0.63123,0.47119
2.2,0.8,1.4,0.67283,0.48737
2.2,0.9,0.5,0.24292,0.22171
2.2,0.9,0.6,0.2935,0.2622
2.2,0.9,0.7,0.34425,0.30075
2.2,0.9,0.8,0.39568,0.33751
2.2,0.9,0.9,0.44647,0.37127
2.2,0.9,1.0,0.49435,0.40099
2.2,0.9,1.1,0.54025,0.42717
2.2,0.9,1.2,0.58425,0.44995
2.2,0.9,1.3,0.62641,0.46937
2.2,0.9,1.4,0.66596,0.4852
2.2,1.0,0.5,0.24551,0.22386
2.2,1.0,0.6,0.29634,0.26447
2.2,1.0,0.7,0.34753,0.30323
2.2,1.0,0.8,0.39793,0.33913
2.2,1.0,0.9,0.44616,0.37119
2.2,1.0,1.0,0.49212,0.39978
2.2,1.0,1.1,0.53642,0.42522
2.2,1.0,1.2,0.57892,0.44746
2.2,1.0,1.3,0.61921,0.4664
2.2,1.0,1.4,0.65763,0.48218
2.2,1.1,0.5,0.24787,0.22582
2.2,1.1,0.6,0.29873,0.26637
2.2,1.1,0.7,0.34867,0.3041
2.2,1.1,0.8,0.39708,0.33845
2.2,1.1,0.9,0.44323,0.36937
2.2,1.1,1.0,0.4878,0.39727
2.2,1.1,1.1,0.53053,0.42202
2.2,1.1,1.2,0.57144,0.44375
2.2,1.1,1.3,0.61058,0.46246
2.2,1.1,1.4,0.64719,0.47815
2.2,1.2,0.5,0.2492,0.22695
2.2,1.2,0.6,0.29867,0.26635
2.2,1.2,0.7,0.34697,0.30284
2.2,1.2,0.8,0.39374,0.33616
2.2,1.2,0.9,0.43843,0.36627
2.2,1.2,1.0,0.48144,0.39339
2.2,1.2,1.1,0.52279,0.41763
2.2,1.2,1.2,0.56247,0.43897
2.2,1.2,1.3,0.59978,0.45737
2.2,1.2,1.4,0.63526,0.47309
2.2,1.3,0.5,0.24823,0.22615
2.2,1.3,0.6,0.29651,0.26464
2.2,1.3,0.7,0.34345,0.30017
2.2,1.3,0.8,0.38853,0.33249
2.2,1.3,0.9,0.43182,0.36185
2.2,1.3,1.0,0.47345,0.38836
2.2,1.3,1.1,0.51335,0.41206
2.2,1.3,1.2,0.55151,0.433
2.2,1.3,1.3,0.58763,0.45127
2.2,1.3,1.4,0.62214,0.46706
2.2,1.4,0.5,0.24579,0.22411
2.2,1.4,0.6,0.29277,0.26164
2.2,1.4,0.7,0.3383,0.2962
2.2,1.4,0.8,0.3818,0.32764
2.2,1.4,0.9,0.42369,0.35629
2.2,1.4,1.0,0.46394,0.38219
2.2,1.4,1.1,0.50265,0.40547
2.2,1.4,1.2,0.53932,0.42607
2.2,1.4,1.3,0.57446,0.44425
2.2,1.4,1.4,0.60785,0.46004
2.3,0.5,0.5,0.23579,0.21565
2.3,0.5,0.6,0.28369,0.25427
2.3,0.5,0.7,0.3321,0.29144
